SPATIAL,RAC_WHITE,RAC_BLACK,RAC_INDIAN,RAC_ASIAN,RAC_PACIFIC,RAC_OTHER,RAC_HISPANIC,EDU_ELEMENTAR,EDU_HIGH,EDU_COLLEGE,EDU_BACHELOR,INC_A,INC_B,INC_C,INC_D,INC_E,INC_F,INC_G,INC_H,INC_I,INC_J
8103,0.878341844397717,0.0027035145689396217,0.0045058576148993695,0.0009011715229798738,0.0013517572844698109,0.009312105737458696,0.1028837488735356,0.03574975173783516,0.38450844091360475,0.29831181727904665,0.2814299900695134,0.047,0.078,0.082,0.099,0.141,0.17800000000000002,0.17600000000000005,0.142,0.032,0.024
8105,0.527746709111245,0.0036135249075109695,0.01359373655682698,0.0036995612148326596,0.0014626172244687258,0.006710831971091801,0.4431730190140239,0.10784202783750141,0.35475840217268306,0.2813171890913206,0.25608238089849494,0.097,0.08299999999999999,0.128,0.142,0.146,0.17499999999999996,0.11400000000000005,0.05899999999999999,0.038000000000000006,0.018000000000000002
8107,0.8993744787322769,0.007422852376980817,0.002543786488740617,0.010967472894078399,0.0,0.010925771476230191,0.06876563803169308,0.021503712871287127,0.25319719471947194,0.20503300330033003,0.5202660891089109,0.039,0.041999999999999996,0.103,0.08500000000000002,0.14200000000000002,0.179,0.13900000000000004,0.145,0.047,0.079
8109,0.5745803357314149,0.0,0.006235011990407674,0.01310951239008793,0.0,0.02509992006394884,0.3809752198241407,0.12982966348151226,0.3406730369754882,0.25342750311591195,0.2760697964270877,0.108,0.081,0.162,0.176,0.14400000000000002,0.153,0.060999999999999985,0.084,0.008,0.024
8111,0.7590579710144928,0.0,0.005434782608695652,0.0,0.0,0.0,0.23550724637681159,0.04233870967741935,0.3709677419354839,0.18346774193548387,0.4032258064516129,0.046,0.027999999999999997,0.155,0.099,0.23600000000000002,0.17300000000000004,0.12299999999999998,0.095,0.025,0.020999999999999998
8113,0.8704776619029226,0.001544998068752414,0.0043774945281318395,0.008883738895326381,0.0,0.01738122827346466,0.09733487833140209,0.014661354581673306,0.20860557768924304,0.19123505976095617,0.5854980079681275,0.05,0.043,0.10300000000000001,0.127,0.12100000000000001,0.184,0.14200000000000002,0.123,0.047999999999999994,0.059000000000000004
8115,0.7997465145754119,0.010984368398817067,0.0038022813688212928,0.015209125475285171,0.0,0.03126320236586396,0.13899450781580058,0.06501057082452431,0.37420718816067655,0.2880549682875264,0.2727272727272727,0.064,0.092,0.14899999999999997,0.101,0.135,0.235,0.10800000000000001,0.07900000000000001,0.006999999999999999,0.03
8117,0.8141719908435546,0.01021558645666063,0.0013666336396870409,0.007721480064231781,0.004202398442037651,0.02077283132324302,0.14154907923058527,0.03566596974541877,0.20985528635264214,0.214118804575083,0.5403599393268561,0.061,0.036000000000000004,0.041,0.085,0.124,0.206,0.146,0.15300000000000002,0.07900000000000001,0.06900000000000002
8119,0.8970262440354465,0.009202453987730062,0.002044989775051125,0.008094751192910702,0.0,0.02262269938650307,0.06100886162235856,0.016687591546348607,0.3174827369742624,0.2488491316174932,0.4169805398618958,0.03700000000000001,0.027,0.095,0.08900000000000001,0.13400000000000004,0.2,0.126,0.18300000000000002,0.068,0.039
8121,0.8828417116742834,0.007685916078105526,0.0039468217698379725,0.003531366846697133,0.0,0.01017864561695056,0.09181553801412547,0.042643923240938165,0.40378464818763327,0.30783582089552236,0.2457356076759062,0.047999999999999994,0.062,0.134,0.13699999999999998,0.155,0.19199999999999998,0.107,0.107,0.03,0.027999999999999997
8123,0.667254059302681,0.01008397317174042,0.004664377034146692,0.0126876809379102,0.0005358459353028968,0.017053566612123063,0.2877204970060957,0.06514382402707276,0.34210345098965095,0.27756463227482,0.3151880927084563,0.053,0.03900000000000001,0.085,0.08900000000000001,0.128,0.194,0.161,0.157,0.055999999999999994,0.03900000000000001
8125,0.7675862068965518,0.00541871921182266,0.0023645320197044333,0.00039408866995073894,0.0,0.008177339901477832,0.2160591133004926,0.09413830361966505,0.3826310102647218,0.2508103727714749,0.2724203133441383,0.065,0.055,0.135,0.145,0.18299999999999997,0.18299999999999997,0.114,0.07099999999999998,0.023000000000000003,0.024999999999999998
9001,0.6350951235001879,0.10456151008158297,0.0014082143714330014,0.050257110632974306,0.0003164765329464815,0.02200149105051093,0.18636007383036432,0.061035669221747274,0.27342790281429435,0.182021700583092,0.48351472738086637,0.04900000000000001,0.031,0.06899999999999999,0.065,0.09300000000000001,0.13799999999999998,0.11299999999999999,0.16399999999999998,0.091,0.188
9003,0.6325205230775071,0.12657935310857776,0.00115328921881123,0.04832092030916636,0.0003126050157474777,0.022133551561406232,0.16897975770878387,0.05537758481502295,0.3260411288321157,0.20696634213551576,0.4116149442173455,0.064,0.04,0.08400000000000002,0.08,0.10999999999999999,0.16299999999999998,0.132,0.167,0.077,0.083
9005,0.8992011493942454,0.014594282195731901,0.0011504745032164675,0.01879648484128313,3.2407732484970915e-05,0.012196109991844053,0.05402909134119401,0.03873529983966511,0.34787975553960404,0.2090995082616075,0.40428543635912334,0.03700000000000001,0.030000000000000002,0.077,0.07200000000000001,0.11299999999999999,0.182,0.14500000000000002,0.192,0.08400000000000002,0.06900000000000002
9007,0.8473892895802674,0.04664980114085552,0.0008270594388158455,0.029360610077962514,6.689451343363456e-05,0.019296026465902043,0.056410318782763105,0.031137282660260997,0.3063953794832792,0.20434641827122194,0.4581209195852378,0.03899999999999999,0.032,0.07200000000000002,0.064,0.095,0.16999999999999998,0.13299999999999998,0.199,0.09599999999999999,0.10000000000000002
9009,0.6478276728069381,0.12177275652418357,0.0012127210253765359,0.03886979976163759,0.00014403966201790273,0.022263420663186484,0.16790958955665986,0.05236981164300364,0.3575749901721023,0.20932612277289533,0.38072907541199874,0.068,0.046,0.092,0.08299999999999999,0.11900000000000001,0.165,0.122,0.161,0.07500000000000001,0.06900000000000002
9011,0.7645579764219782,0.05214808497498465,0.004021570912352545,0.04119720769171387,0.0002095334021975275,0.039712093753331394,0.09815353284344179,0.033170349185848054,0.3664744683795378,0.23144979011947045,0.3689053923151437,0.05,0.034999999999999996,0.08,0.08,0.11499999999999999,0.185,0.136,0.17200000000000001,0.084,0.063
9013,0.8589218730428706,0.028116738853839106,0.0003428066636341462,0.04147301386389257,3.955461503470918e-05,0.020812319944096144,0.050293693016632716,0.024696454589606606,0.289444714262587,0.29250445199935243,0.39335437914845395,0.03500000000000001,0.027000000000000003,0.07000000000000002,0.064,0.11,0.161,0.145,0.202,0.09699999999999999,0.08800000000000002
9015,0.8378260646748321,0.01866277182732879,0.00033311125916055963,0.012846136763525171,0.00022207417277370642,0.021336203214950715,0.10877363808742889,0.04683712059992889,0.3963215567120277,0.26098199566861685,0.2958593270194266,0.05900000000000002,0.043,0.09400000000000001,0.088,0.128,0.18800000000000003,0.14699999999999996,0.166,0.057999999999999996,0.03
10001,0.6328364650034407,0.23729545003907299,0.005971750819366201,0.019833910680336377,0.00030908475920547724,0.03770250883515868,0.06605082986341952,0.06070970500213767,0.40346912600012214,0.25340499603004946,0.2824161729676907,0.059000000000000004,0.04400000000000001,0.09900000000000002,0.107,0.14,0.204,0.139,0.13500000000000004,0.042,0.030000000000000002
10003,0.592381842654942,0.23716070920675295,0.0018061692364270095,0.05141875771063973,0.0002355085263144546,0.02295302329541646,0.09404398936950745,0.04575673071103683,0.34839780445905244,0.22197263488191285,0.3838728299479979,0.060000000000000005,0.032,0.079,0.087,0.121,0.18100000000000005,0.137,0.163,0.07400000000000001,0.067
10005,0.748290913911298,0.12284588872476612,0.003976820815816385,0.011262924667651403,7.101465742529259e-05,0.021593190167783965,0.09195924705525887,0.05861547424979843,0.4336956585707476,0.19953390104813412,0.3081549661313199,0.054,0.041,0.10099999999999999,0.105,0.159,0.191,0.135,0.13199999999999998,0.043000000000000003,0.039
11001,0.35769162484882605,0.4742833557660062,0.0018740259996449214,0.035925154284691105,0.000362665760255171,0.024999658578259174,0.10486351476231735,0.04904431919224579,0.24119090835605264,0.17755050300923714,0.5322142694424644,0.10200000000000001,0.044,0.071,0.06699999999999999,0.09100000000000001,0.13399999999999998,0.10500000000000001,0.156,0.08700000000000001,0.142
12001,0.624601977543154,0.1950456191222265,0.0028256184206936603,0.057934921136015526,0.0019370101449444814,0.02770665014167066,0.08994820349129515,0.03583956802388037,0.23307602361418753,0.3154357311937333,0.4156486771681988,0.13399999999999998,0.055000000000000014,0.12100000000000001,0.109,0.123,0.16199999999999998,0.10500000000000001,0.109,0.039,0.042
12003,0.8208845928529585,0.1387668424135911,0.003478324545987112,0.006517281780902167,0.0,0.007176332747510252,0.023176625659050966,0.07519161734743378,0.5358009120015523,0.20461822062675852,0.18438925002425535,0.051,0.059000000000000004,0.128,0.105,0.124,0.21600000000000005,0.128,0.139,0.023999999999999997,0.023999999999999997
12005,0.7768738681662472,0.1052752563620971,0.006559729985815285,0.022471280156536464,0.0005102012211189666,0.031026962172223747,0.057282701935961335,0.049586776859504134,0.3790285681603706,0.2712902856816037,0.30009436929852157,0.075,0.052000000000000005,0.11800000000000002,0.109,0.16,0.19299999999999998,0.11999999999999998,0.112,0.033,0.029
12007,0.7478732493777629,0.19250343623462982,0.0009658605445967532,0.006166648092425424,0.00029718785987592407,0.014227868791559864,0.0379657490991493,0.0843568945538818,0.5033603707995365,0.20917728852838935,0.20310544611819234,0.125,0.09,0.10800000000000003,0.09600000000000002,0.141,0.177,0.124,0.09600000000000002,0.027000000000000003,0.016
12009,0.7579880253191197,0.09838001152166197,0.0024291801249547427,0.022991601314824955,0.0008667999564816482,0.024327472029649553,0.09301690973330741,0.03762371455418851,0.34625365545222225,0.25269383776378535,0.3634287922298039,0.064,0.056,0.11699999999999999,0.112,0.15300000000000002,0.194,0.11699999999999999,0.114,0.04,0.03400000000000001
12011,0.39245350846129906,0.27214639066842655,0.0016284110785607744,0.034419834959061694,0.0004657202030282544,0.023237721190269237,0.2756484134393544,0.06397888904705071,0.3335356740065917,0.22691400133585907,0.37557143561049855,0.068,0.05,0.10800000000000001,0.10400000000000001,0.143,0.181,0.11599999999999999,0.12899999999999998,0.05,0.053000000000000005
12013,0.7721649484536083,0.1316151202749141,0.008934707903780068,0.006391752577319588,0.0,0.024536082474226804,0.056357388316151204,0.07811001656350798,0.5431958852759132,0.23650945863481823,0.1421846395257606,0.08199999999999999,0.07,0.14499999999999996,0.162,0.19200000000000003,0.168,0.081,0.079,0.007,0.014
12015,0.8464354346211433,0.055357753386543425,0.0013027434243878286,0.011371004821919101,0.0005187394631046557,0.018692304971646173,0.06632201931125546,0.04263962833598969,0.41797280341822374,0.2484451829495744,0.29094238529621214,0.063,0.05600000000000001,0.133,0.135,0.167,0.19099999999999998,0.111,0.095,0.024999999999999998,0.024
12017,0.8887101023118054,0.02817312552953657,0.00296184488761365,0.016218948687461286,0.0,0.012715997522302834,0.051219981061280284,0.049647291432784305,0.46984802533469616,0.23412811447529364,0.2463765687572259,0.085,0.07400000000000002,0.154,0.141,0.16299999999999998,0.184,0.092,0.07299999999999997,0.016,0.017
12019,0.7487746199075599,0.09560959539995807,0.001437513102332964,0.029234424445708923,0.000918411148712727,0.0339462729478003,0.09007916304792708,0.044322078607227644,0.36469269322078607,0.26695462938538644,0.32403059878659984,0.051,0.032,0.08800000000000001,0.09500000000000001,0.146,0.207,0.143,0.156,0.04800000000000001,0.033
12021,0.6422253873809716,0.0677500315877738,0.0021307389241778563,0.01263798113922742,0.0,0.00891062382981656,0.2663452371380328,0.08701575497104976,0.3327258873802225,0.19301682941302462,0.38724152823570307,0.049,0.034,0.09000000000000001,0.104,0.136,0.188,0.125,0.12800000000000003,0.053000000000000005,0.094
12023,0.7327487609607319,0.17572362825889323,0.001246370861315581,0.008519311416757089,0.00041056922490395614,0.025807208422534384,0.05554415085486378,0.06897911658653846,0.4505145733173077,0.25508939302884615,0.22541691706730768,0.08399999999999999,0.06799999999999999,0.13599999999999998,0.125,0.151,0.19999999999999998,0.092,0.094,0.02700000000000001,0.021999999999999995
12027,0.5504070131496556,0.12904878465304265,0.0013946604428758467,0.002305459099447828,0.0011954232367507257,0.008766437069505322,0.30688222234872203,0.18266053727912657,0.530383565579658,0.15866973136043672,0.12828616578077862,0.088,0.062000000000000006,0.2,0.141,0.17099999999999999,0.19199999999999998,0.073,0.047999999999999994,0.014000000000000002,0.01
12029,0.850410345685153,0.07504352151206167,0.004041283262869933,0.004041283262869933,0.0,0.028662024372046756,0.03780154190499876,0.10741590214067279,0.55282874617737,0.22087155963302751,0.11888379204892967,0.10099999999999996,0.098,0.164,0.142,0.21600000000000003,0.142,0.069,0.041,0.015,0.013000000000000001
12031,0.5471766808378381,0.2901564008924508,0.0018670425912153538,0.04350808644784602,0.0010467426655862537,0.029918192010123322,0.08632685455494012,0.049742902659910514,0.35601037887498865,0.25169059669896515,0.3425561217661357,0.08299999999999999,0.053,0.106,0.11299999999999999,0.153,0.18600000000000003,0.118,0.112,0.04,0.037
12033,0.6521962438706093,0.21532816063364493,0.004173477100790118,0.02861997454566598,0.0003811689612176733,0.04540109957554575,0.05389987531252625,0.04340523952156981,0.3458729879820364,0.27130522195025275,0.33941655054614106,0.063,0.05099999999999998,0.125,0.127,0.176,0.19599999999999998,0.12,0.09400000000000001,0.026999999999999996,0.020999999999999998
12035,0.749973279438771,0.1040644402771165,0.0009133573656441599,0.023378061933402645,0.00016518165123351826,0.02357239328779502,0.0979332860460371,0.03633189225141337,0.4008385196446387,0.26152073732718895,0.301308850776759,0.05400000000000002,0.048,0.106,0.126,0.17899999999999996,0.21600000000000003,0.11099999999999999,0.106,0.02700000000000001,0.026
12037,0.7832550192225545,0.14062366510038446,0.001794105083297736,0.0031610422896198205,0.006663818880820163,0.013327637761640325,0.05117471166168304,0.08760618155767066,0.4786613447958244,0.21829904820386858,0.21543342544263638,0.105,0.08900000000000001,0.099,0.132,0.16699999999999998,0.16,0.109,0.08900000000000001,0.018000000000000002,0.031
12039,0.3288410287521938,0.552705132927437,0.0011483543864970857,0.004528416354299829,0.0004983424696119429,0.012003553398478972,0.10027517171148138,0.08967421622224701,0.48920562311725985,0.20478634385808323,0.2163338168024099,0.141,0.053,0.132,0.136,0.169,0.171,0.092,0.07400000000000001,0.023,0.009000000000000001
12041,0.8729525039628956,0.059883755063699876,0.0005870956378794106,0.0008806434568191158,0.0,0.012329008395467621,0.05336699348323842,0.10671702584610827,0.48337406502258756,0.22128415907576093,0.18862475005554322,0.079,0.068,0.187,0.10299999999999998,0.15400000000000003,0.17900000000000002,0.12900000000000003,0.062000000000000006,0.02,0.02
12043,0.6088673621460506,0.12123695976154993,0.03956780923994039,0.006482861400894188,0.0,0.013934426229508197,0.20991058122205664,0.13113874228464084,0.5591734502191609,0.17210841756865553,0.1375793899275427,0.114,0.097,0.16,0.13900000000000004,0.17499999999999996,0.19299999999999998,0.054000000000000006,0.033,0.017,0.018000000000000002
12045,0.738313040186739,0.18371080688915525,0.004479212667970475,0.005867137720017664,0.001514100056778752,0.018043025676613464,0.04807267680272538,0.07090336134453781,0.4691626650660264,0.24339735894357742,0.21653661464585836,0.081,0.096,0.14499999999999996,0.111,0.152,0.156,0.10399999999999998,0.115,0.022,0.019
12047,0.5472775379473611,0.33491157220442835,0.007519844032864503,0.0036902938309427654,0.0,0.016292995404539757,0.09030775657986354,0.1115975620224912,0.5486307837582625,0.20516782556442614,0.13460382865482015,0.14400000000000002,0.08700000000000001,0.129,0.10300000000000001,0.16599999999999998,0.17399999999999996,0.08199999999999998,0.078,0.024,0.013999999999999999
12049,0.4757526921104681,0.07633140429272581,0.0017581129587576003,0.0058237491758845504,0.00018313676653725002,0.010109149512856202,0.4300417551827705,0.21483747993579455,0.49979935794542535,0.1722010433386838,0.11316211878009631,0.103,0.066,0.151,0.159,0.17400000000000002,0.137,0.092,0.08699999999999998,0.017,0.013
12051,0.3388836772983114,0.11314363143631437,0.015374192203460497,0.009380863039399626,0.0013289555972482803,0.010501355013550135,0.5113873254117156,0.23332612300814767,0.4507534789819021,0.1838993438604081,0.13202105414954216,0.1,0.079,0.18,0.099,0.153,0.177,0.10199999999999997,0.065,0.024,0.021
12053,0.8009355362364746,0.048682952765035606,0.0014253635525489686,0.010825975553883833,0.00026584161495952986,0.022144040905671476,0.11572028937142599,0.04510607454489699,0.45538178472861085,0.24882913774358117,0.25068300298291096,0.07499999999999998,0.059000000000000004,0.13899999999999998,0.13399999999999998,0.18200000000000002,0.192,0.10800000000000001,0.077,0.019999999999999997,0.014
12055,0.688505189051405,0.0979951852076632,0.0012947340737593817,0.014211729481499465,0.0003439137383423358,0.012876534967935102,0.18477271347939553,0.08619693374479019,0.4572949580141879,0.22925605812852698,0.22725205011249494,0.08800000000000001,0.071,0.171,0.158,0.17,0.18,0.08,0.05400000000000001,0.017,0.012
12057,0.5124669421393906,0.1557209466849173,0.0018986303709811884,0.03749794982687847,0.0005079138572051587,0.025634533305015122,0.26627308381561215,0.06273901585008454,0.3371070692597324,0.23009980849208678,0.3700541063980963,0.074,0.052000000000000005,0.11,0.10300000000000001,0.143,0.18200000000000002,0.11499999999999999,0.121,0.047999999999999994,0.052000000000000005
12059,0.8737799580969902,0.07930911134958353,0.006029945321682252,0.002861668966222086,0.001430834483111043,0.02074710000511012,0.015841381777300833,0.09006012536778815,0.5099782525265447,0.2424203658692593,0.15754125623640783,0.11699999999999997,0.109,0.14200000000000002,0.10099999999999999,0.16599999999999998,0.17200000000000001,0.095,0.07200000000000001,0.015000000000000001,0.011
12061,0.7637847284336255,0.08828831308224738,0.001933370945769289,0.011937361533486535,0.0,0.016106837665643792,0.11794938833922748,0.05834264835916515,0.37807604397804434,0.22310182018385358,0.3404794874789369,0.061000000000000006,0.05100000000000001,0.138,0.12200000000000001,0.157,0.17600000000000002,0.106,0.10200000000000002,0.03,0.058
12063,0.6567393936906057,0.26538864144824614,0.006095933991502637,0.005829108597935182,0.0007389010898791076,0.019231953367131217,0.045976067814700025,0.0816305912661329,0.49006137448538883,0.24085065541888717,0.1874573788295911,0.12,0.07600000000000001,0.163,0.133,0.16899999999999998,0.161,0.08800000000000001,0.069,0.011000000000000001,0.011000000000000001
12065,0.5804573214032098,0.35612839085357195,0.002485442408748757,0.0,0.0,0.020522653032239737,0.0404061923022298,0.07656116338751069,0.4602224123182207,0.2,0.2632164242942686,0.091,0.059000000000000004,0.163,0.134,0.10500000000000001,0.20300000000000007,0.11299999999999999,0.094,0.020999999999999998,0.016
12067,0.6926332646991535,0.1649508121711279,0.0014870738961336079,0.0005719514985129262,0.0,0.011782200869366278,0.1285746968657058,0.12187725631768953,0.5227436823104693,0.1864259927797834,0.16895306859205775,0.066,0.089,0.17200000000000001,0.154,0.142,0.155,0.094,0.082,0.024,0.022000000000000002
12069,0.7189170807277399,0.09655652327243644,0.0034888187766463257,0.01795419193541277,0.0008470146668933769,0.024157236150208133,0.13807913447066306,0.05595364907412139,0.408416435082368,0.24315761751838588,0.2924722983251247,0.062,0.055000000000000014,0.124,0.116,0.16899999999999998,0.189,0.128,0.10500000000000001,0.027000000000000003,0.024
12071,0.6913212035772501,0.08212109197174619,0.0017475072323303524,0.015128419754174192,7.783015404496527e-05,0.013190008370412794,0.19641393894004142,0.0658084188874655,0.3795933096367934,0.2280262706818469,0.32657200079389426,0.067,0.047999999999999994,0.111,0.11800000000000001,0.151,0.197,0.11599999999999999,0.10900000000000001,0.039,0.043
12073,0.5736863912805314,0.3079905052179165,0.002089273424442041,0.03323173729230164,0.00018961473095776508,0.021998820175007375,0.06081365787884321,0.035474828919706894,0.2144840772045783,0.32423067938990735,0.4258104144858075,0.107,0.05400000000000001,0.10200000000000001,0.107,0.146,0.16499999999999998,0.11100000000000002,0.12300000000000001,0.04299999999999999,0.042
12075,0.8045684639987911,0.08877527891807489,0.002770292391769713,0.003979147253632861,0.0,0.020626086080539955,0.07928073135719142,0.06318611987381703,0.5322712933753944,0.22205047318611987,0.18249211356466877,0.09300000000000001,0.09399999999999999,0.17900000000000002,0.128,0.17600000000000002,0.18299999999999997,0.077,0.046,0.014,0.011000000000000001
12077,0.7368738684369343,0.17791188895594448,0.002655401327700664,0.00712130356065178,0.0,0.01388050694025347,0.06155703077851539,0.09321401938851603,0.5671886651752424,0.2004474272930649,0.13914988814317675,0.10200000000000001,0.052000000000000005,0.129,0.15100000000000002,0.16499999999999998,0.154,0.119,0.097,0.011999999999999999,0.02
12079,0.5448275862068965,0.3844288793103448,0.0045797413793103444,0.0016702586206896553,0.0,0.016217672413793103,0.04827586206896552,0.08217148245436788,0.489728564693204,0.2331784198828046,0.1949215329696235,0.161,0.09,0.18999999999999997,0.125,0.134,0.144,0.067,0.056999999999999995,0.021,0.012
12081,0.7206340493080294,0.08668094654665531,0.0021108567645036517,0.018386524471507678,0.0005715724751068869,0.014914646120239608,0.1567014043139574,0.05937021264634369,0.37919705977428286,0.22072072072072071,0.3407120068586527,0.06,0.051,0.11599999999999999,0.11599999999999999,0.14300000000000002,0.18600000000000005,0.114,0.128,0.044000000000000004,0.042
12083,0.7197810431302722,0.12265639461598808,0.002623839032029641,0.014570680582122048,0.00020861430153875084,0.020929009434655244,0.11923041890339395,0.055222935696843625,0.46287057972325224,0.22734919055801756,0.2545572940218866,0.079,0.061,0.153,0.136,0.16899999999999998,0.194,0.094,0.079,0.019,0.017000000000000005
12085,0.793628574404917,0.05304312724621074,0.002161570915151831,0.011465440908380645,0.0003971561018803063,0.01054091358924944,0.1287632168342101,0.055515936145701904,0.3173122888960291,0.23816838162112175,0.38900339333714723,0.054000000000000006,0.05,0.11900000000000001,0.107,0.14400000000000002,0.177,0.106,0.11900000000000001,0.053,0.068
12086,0.14467362103093434,0.1664746297315211,0.0008861222225641772,0.015152277157713242,0.0002131797638358546,0.008318889903911473,0.6642812801895198,0.10925495928010785,0.3632342958493506,0.19699323257515736,0.3305175122953842,0.10400000000000002,0.066,0.129,0.109,0.141,0.16200000000000003,0.1,0.10200000000000001,0.038000000000000006,0.049999999999999996
12087,0.6832404406999352,0.06618276085547635,0.002047958522359041,0.011302657161373946,0.0,0.012158133506156837,0.22506804925469864,0.0469807868252516,0.3384263494967978,0.24358035986581275,0.37101250381213785,0.066,0.052000000000000005,0.082,0.097,0.126,0.177,0.133,0.14000000000000004,0.05400000000000001,0.07300000000000001
12089,0.8751214582766528,0.062225504294764665,0.0035757316646585565,0.008887506963607862,6.477774754816225e-05,0.01226890538562193,0.03785611566714602,0.04402228811626316,0.40693733911173385,0.24463162696731727,0.30440874580468574,0.055,0.046,0.079,0.10600000000000001,0.132,0.185,0.13900000000000004,0.16699999999999995,0.045000000000000005,0.045000000000000005
12091,0.7492619945045403,0.09251882041696034,0.005362669690190911,0.028023779609597645,0.0015883716891898793,0.039755257969948624,0.0834891061195722,0.04161961288967093,0.3149276466108149,0.2855595241221735,0.3578932163773407,0.055,0.039,0.092,0.10099999999999998,0.13800000000000004,0.207,0.13800000000000004,0.14600000000000002,0.045000000000000005,0.038
12093,0.6376458650431254,0.08490613901572806,0.0065449010654490105,0.010350076103500762,0.0007864028411973617,0.008878741755454084,0.2508878741755454,0.15686596583442838,0.5104796320630749,0.18255584756898818,0.15009855453350854,0.11199999999999997,0.07100000000000001,0.14200000000000002,0.149,0.17800000000000002,0.17,0.08900000000000001,0.06800000000000002,0.008,0.013000000000000001
12095,0.42656969639068354,0.19981211013848915,0.0010676284079916883,0.0505774030595794,0.0002284931790407267,0.02836340765332728,0.2933812611708882,0.05776901875333703,0.319954977148429,0.2462795333620567,0.3759964707361772,0.073,0.049999999999999996,0.115,0.117,0.14900000000000002,0.19,0.10700000000000001,0.11,0.044000000000000004,0.044000000000000004
12097,0.35528686186138053,0.09359473269180221,0.001769446278713433,0.024932523833030944,0.001083465293849892,0.020932036594200575,0.5024009334470224,0.07283588480890697,0.4119601755700674,0.2585504763943903,0.25665346322663524,0.07400000000000001,0.059,0.117,0.122,0.17599999999999996,0.202,0.111,0.098,0.021999999999999995,0.018000000000000002
12099,0.5692661412954502,0.17839410276409698,0.0007978512350608433,0.025242411655491268,0.00034101706014697333,0.018881049388850244,0.20707742660090353,0.0692981574286027,0.31107971605664275,0.22292702933292527,0.39669509718182927,0.062,0.046,0.10899999999999999,0.10300000000000002,0.135,0.175,0.11399999999999999,0.13,0.054000000000000006,0.07200000000000002
12101,0.7730929122893244,0.047758595973869056,0.0029694251602465646,0.023018164690463024,0.0005017304581106264,0.018381765681636665,0.13427740574634967,0.04724944937466995,0.4090212393255967,0.23505197130308222,0.30867733999665115,0.06699999999999999,0.05800000000000001,0.13,0.122,0.16,0.18600000000000003,0.112,0.10600000000000001,0.032999999999999995,0.02600000000000001
12103,0.752504395730713,0.10037805412815524,0.0026555322346490016,0.03186851549894205,0.0008035778906452891,0.023295244096097272,0.08849468042079808,0.04103166652342953,0.35406295336156174,0.23715323252004572,0.367752147594963,0.076,0.057,0.12300000000000001,0.119,0.14900000000000002,0.177,0.107,0.113,0.039,0.04099999999999998
12105,0.6191995809882843,0.1462934242446577,0.0022910782808601656,0.01655190366494117,0.0004139936113258616,0.01791149632031815,0.19733852288961268,0.07923903583072463,0.44491693058038023,0.22484028232850004,0.2510037512603951,0.07200000000000001,0.057,0.13,0.127,0.16899999999999998,0.19499999999999998,0.114,0.09000000000000001,0.025,0.021
12107,0.7186739322859039,0.16362856826731578,0.002503319318433282,0.005559858375746847,0.00040108431068820537,0.01378900199159106,0.09544423545032087,0.08722350026543975,0.5193947973809945,0.21472305786586446,0.1786586444877013,0.12799999999999997,0.095,0.16699999999999998,0.134,0.15,0.15900000000000003,0.091,0.051,0.012,0.013000000000000001
12109,0.8405079638398623,0.050640679239061744,0.002024161713118583,0.02407012209083998,0.0009296489315906614,0.02053470841996318,0.0612927157655636,0.026568430453226165,0.2555434131208799,0.24172453907709662,0.4761636173487973,0.05,0.030999999999999996,0.07100000000000001,0.08800000000000001,0.118,0.17400000000000002,0.127,0.15799999999999997,0.085,0.098
12111,0.5930046121936575,0.19221112384695158,0.001773920637519786,0.01806328803012936,0.00021832869384858904,0.018145161290322582,0.17658356530757055,0.06979831063609722,0.41217893466643685,0.23703671780727462,0.28098603689019136,0.081,0.059999999999999984,0.13,0.12000000000000001,0.163,0.18300000000000002,0.122,0.08700000000000001,0.02600000000000001,0.028
12113,0.8307657577957694,0.05624058131943894,0.004496561990933662,0.0185597579055905,0.0013483584803206776,0.03746728247805104,0.05112170002989573,0.039205176911981464,0.3508682047118727,0.25104239739578,0.3588842209803659,0.054,0.037000000000000005,0.09400000000000001,0.08000000000000003,0.136,0.21300000000000002,0.14600000000000002,0.15,0.05200000000000001,0.038
12115,0.8368989801789398,0.04425505827728379,0.001929594910693423,0.015014660398833198,6.783732107906566e-05,0.01582117077166209,0.08601269814150865,0.03339300061439576,0.3517002221276998,0.2254832459000898,0.38942353135781466,0.053,0.04800000000000001,0.109,0.11199999999999999,0.15,0.19299999999999998,0.121,0.114,0.047,0.054
12117,0.633795057630869,0.10578792291800725,0.0013614657770853794,0.04039015138686626,0.0005238143619963649,0.02556755963468464,0.1925740282904912,0.03526093088857546,0.2736363374686969,0.2492357732938027,0.4418669583489249,0.059000000000000004,0.039,0.09300000000000001,0.1,0.137,0.191,0.13,0.13899999999999998,0.06,0.054000000000000006
12119,0.8465872575689547,0.08055357472994744,0.002693922827034308,0.0031869283117203252,0.000431379799100265,0.010582010582010581,0.05596492618123234,0.03925824385043028,0.3703830629807326,0.22699147056583657,0.36336722260300053,0.06299999999999999,0.045,0.09300000000000003,0.10900000000000001,0.169,0.21400000000000002,0.13300000000000003,0.113,0.031000000000000003,0.031000000000000003
