SPATIAL,INC_TOTAL,INC_A,INC_B,INC_C,INC_D,INC_E,INC_F,INC_G,INC_H,INC_I,INC_J
05489,1230,9.84,24.6,34.44,88.56000000000002,119.30999999999999,111.92999999999999,316.11,285.35999999999996,111.92999999999999,129.15
05491,2485,69.58,159.04,211.22500000000002,300.685,278.32,526.8199999999999,464.695,347.90000000000003,67.09500000000001,62.125
05492,292,7.884000000000001,11.096,35.04,18.98,25.988000000000003,86.14,47.88799999999999,47.012,6.132000000000001,6.132000000000001
05494,630,10.71,3.15,18.27,47.879999999999995,44.1,120.96000000000001,120.96000000000001,161.28,54.809999999999995,47.879999999999995
05495,4046,125.426,117.33399999999999,323.68,242.76,493.61199999999997,695.9119999999999,574.5319999999999,776.832,461.244,238.71400000000003
05602,5252,225.83599999999998,404.404,425.41200000000003,393.9,672.256,1081.912,772.044,777.2960000000002,262.6,236.34
05640,67,0.0,0.0,7.973000000000001,23.986,3.0149999999999997,7.973000000000001,3.0149999999999997,17.018,4.02,0.0
05641,7100,646.1,461.5,930.1,610.5999999999999,1100.5,1185.6999999999998,901.7,844.9000000000001,333.7,92.30000000000001
05647,457,31.076,26.963,67.179,60.781000000000006,67.179,58.039,53.926,53.926,24.221,14.167
05648,173,14.013,0.0,6.92,8.996,25.084999999999997,38.06,17.992,43.942,6.92,11.072000000000001
05649,236,0.0,5.9,16.992,9.912,16.048000000000002,41.064,66.08000000000001,78.116,1.8880000000000001,0.0
05650,467,20.081,9.807,70.05,8.873,70.05,118.151,78.92299999999999,57.908,20.081,13.075999999999999
05651,649,29.854,62.952999999999996,77.88,61.006,44.132000000000005,173.28300000000002,64.9,81.774,14.278000000000002,38.94
05652,347,21.166999999999998,5.899,28.107,12.839000000000002,73.911,88.83200000000001,85.015,21.166999999999998,5.899,4.164
05653,178,12.994,3.0260000000000002,22.962,29.014,35.955999999999996,22.962,16.02,25.988,0.0,9.078
05654,341,30.008000000000003,7.843,45.012,64.108,47.05800000000001,85.932,32.054,28.985000000000003,0.0,0.0
05655,1194,35.82,68.058,176.71200000000002,89.55,193.428,204.174,182.682,186.264,22.686,33.431999999999995
05656,1165,116.5,60.580000000000005,243.48499999999999,104.85,188.73000000000002,229.50499999999997,130.48,44.269999999999996,20.970000000000002,26.794999999999998
05657,40,0.0,3.0,0.0,2.0,2.0,0.0,9.0,16.0,3.0,5.0
05658,559,21.242,16.77,91.117,64.844,73.229,115.15400000000001,83.85,67.08,16.211,10.062000000000001
05660,793,26.169,26.169,37.271,57.096000000000004,92.78099999999999,134.81,168.11599999999999,126.88000000000001,65.026,58.68200000000001
05661,2517,198.843,178.707,271.836,372.5160000000001,299.523,392.652,269.319,302.03999999999996,103.19699999999999,128.367
05663,2177,54.425000000000004,156.74400000000003,176.33700000000002,191.57600000000002,165.452,489.825,350.497,446.28499999999997,76.19500000000001,67.487
05664,69,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0
05667,835,28.39,40.08,65.965,79.325,185.37,150.29999999999998,104.375,124.41499999999999,46.76,11.69
05669,268,16.08,28.944000000000003,13.936000000000002,27.872000000000003,46.096,53.868,41.004,25.996,5.092,9.112
05672,2059,164.72,53.534000000000006,201.782,222.372,290.31899999999996,257.375,230.60799999999998,331.499,94.714,212.07700000000003
05673,1137,32.973,50.028000000000006,114.83699999999999,54.576,143.262,186.468,208.071,194.42700000000002,65.946,86.41199999999999
05674,776,34.144000000000005,21.727999999999998,75.27199999999999,65.184,70.616,218.83199999999997,86.136,134.24800000000002,6.208,63.63199999999999
05675,469,22.981,7.035,22.043,37.051,78.792,166.02599999999998,46.900000000000006,66.12899999999999,4.221,17.822
05676,2075,64.325,97.525,163.925,176.375,251.075,462.725,278.05,352.75,116.19999999999999,112.05000000000001
05677,991,85.226,34.685,42.613,100.091,124.866,96.127,148.65,195.22699999999998,98.10900000000001,65.406
05678,56,0.0,0.0,0.0,21.0,15.008000000000001,0.0,19.992,0.0,0.0,0.0
05679,1360,17.680000000000003,89.76,112.88000000000001,237.99999999999997,141.44000000000003,285.59999999999997,243.44,172.72,40.8,17.680000000000003
05680,858,36.036,48.047999999999995,58.344,84.94200000000001,157.87199999999999,186.186,138.138,94.38,42.042,12.87
05681,171,9.918,21.033,0.0,3.0780000000000003,11.97,36.93600000000001,36.93600000000001,36.93600000000001,5.985,8.037
05682,473,8.987,10.879,43.989000000000004,38.785999999999994,97.911,108.79,57.233,64.80099999999999,32.164,8.987
05701,9065,824.915,670.8100000000001,1323.49,988.085,1205.645,1704.22,824.915,888.37,435.12,199.43
05730,132,0.0,0.0,15.048,8.976,27.983999999999998,29.964,24.024,20.988,0.0,5.016
05732,413,40.06099999999999,0.0,35.105000000000004,16.932999999999996,114.81400000000001,106.967,64.015,25.192999999999998,7.8469999999999995,2.065
05733,2484,86.94000000000001,216.10799999999998,258.336,310.5,340.30799999999994,504.252,370.116,203.688,124.2,72.036
05734,558,45.198,21.762,56.916,32.922000000000004,58.032000000000004,123.876,74.772,80.91,29.016000000000002,34.038
05735,1302,110.67,61.194,148.428,135.40800000000002,152.334,144.522,292.95,118.482,97.64999999999999,39.059999999999995
05736,299,8.073,5.083,87.90599999999999,52.025999999999996,17.043,25.116000000000003,20.930000000000003,34.983,17.939999999999998,29.900000000000002
05737,328,13.120000000000001,7.872,6.888000000000001,44.93599999999999,46.904,84.952,41.984,50.839999999999996,13.120000000000001,17.056
05738,457,4.113,8.226,19.194000000000003,42.044,63.066,117.906,76.77600000000001,67.179,19.194000000000003,40.216
05739,586,11.72,18.752,52.739999999999995,73.25,97.27600000000001,164.08,89.072,49.81,7.032,22.268
05740,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05742,244,4.88,0.0,12.932,38.064,50.019999999999996,24.887999999999998,44.896,52.948,2.928,11.956000000000001
05743,1655,104.265,145.64000000000001,289.625,183.705,200.255,278.04,187.01500000000001,213.495,41.375,13.24
05744,254,10.921999999999999,0.0,45.974000000000004,23.876,36.068,59.944,56.895999999999994,16.002,4.064,0.0
05747,129,9.030000000000001,7.998,10.062,19.995,15.996,29.025000000000002,18.060000000000002,14.061,5.031,0.0
05748,147,9.996,13.965,12.053999999999998,16.023,24.990000000000002,28.958999999999996,16.023,24.990000000000002,0.0,0.0
05751,374,26.180000000000003,4.862,26.928000000000004,54.977999999999994,41.14,94.996,47.872,48.994,8.976,19.073999999999998
05753,3611,252.77,231.104,465.819,173.328,498.31800000000004,639.1469999999999,516.373,498.31800000000004,151.662,184.161
05757,352,2.112,13.024000000000001,34.848,48.928000000000004,52.096000000000004,104.896,21.119999999999997,59.84,11.968,3.168
05758,333,2.9970000000000003,7.992,20.979,37.962,54.945,77.922,80.919,35.964000000000006,0.0,12.987
05759,800,51.2,50.4,78.4,100.8,72.8,184.8,118.40000000000002,112.00000000000001,16.8,15.2
05760,492,27.06,27.06,30.012,51.168000000000006,73.8,119.064,75.768,64.944,19.188,3.936
05761,401,10.827000000000002,40.1,60.952,40.901999999999994,40.901999999999994,81.002,48.922,58.946999999999996,8.02,10.025
05762,199,3.98,12.935,26.069000000000003,31.044,13.930000000000001,48.95400000000001,28.058999999999997,30.049,3.98,0.0
05763,1117,84.892,33.51,103.88100000000001,123.987,119.51899999999999,240.155,192.124,164.19899999999998,32.393,22.34
05764,1271,64.821,111.84800000000001,146.16500000000002,127.10000000000001,244.032,222.42499999999998,143.623,165.23000000000002,45.75600000000001,0.0
05765,713,22.103,17.112000000000002,67.735,77.717,114.793,183.241,114.08,71.3,22.816,22.103
05766,273,21.021,12.012,24.024,28.119000000000003,46.955999999999996,51.87,24.024,39.039,10.92,15.015
05767,477,27.189,22.896,70.119,68.21100000000001,64.872,76.797,53.901,51.039,20.988000000000003,20.988000000000003
05769,482,22.172,9.158,62.178000000000004,38.078,71.818,117.12599999999999,85.796,52.056000000000004,24.1,0.0
05770,420,8.82,10.08,31.919999999999998,49.14,47.03999999999999,71.82000000000001,78.96,86.1,10.920000000000002,25.2
05772,303,20.907,13.028999999999998,35.147999999999996,43.934999999999995,19.998,57.873,36.966,40.905,23.937,9.999
05773,955,39.154999999999994,93.59,58.254999999999995,110.77999999999999,131.79000000000002,223.47,146.115,110.77999999999999,26.74,14.325
05774,450,34.199999999999996,10.8,35.1,45.9,99.9,104.85000000000001,30.150000000000002,39.15,28.8,21.15
05775,217,19.096000000000004,19.964,26.908,44.051,37.974999999999994,29.946,11.067,27.993000000000002,0.0,0.0
05776,297,5.049,13.068000000000001,13.068000000000001,35.937,59.102999999999994,68.01299999999999,51.083999999999996,37.125,2.97,11.88
05777,1388,68.012,91.608,138.8,123.53200000000001,195.70799999999997,262.33199999999994,259.556,188.768,44.416000000000004,15.268
05778,300,21.9,6.0,33.0,47.1,35.099999999999994,57.0,65.1,24.0,6.8999999999999995,3.9000000000000004
05819,3797,265.79,174.662,505.00100000000003,523.986,535.377,645.49,542.9710000000001,425.26399999999995,79.73700000000001,98.72200000000001
05820,259,8.029,18.907,51.022999999999996,40.922,39.886,47.915,25.900000000000002,24.087000000000003,2.072,0.0
05821,442,18.121999999999996,6.188,58.786,41.10600000000001,64.08999999999999,99.892,53.924,61.88,25.194000000000003,12.818
05822,708,33.276,65.136,111.156,128.856,126.732,92.04,77.88,24.78,34.692,12.744000000000002
05824,472,25.016,24.072,38.232,81.184,70.8,120.83200000000001,62.776,41.064,3.7760000000000002,3.7760000000000002
05825,63,3.024,0.0,11.024999999999999,8.001,6.993,21.987,3.024,9.009,0.0,0.0
05826,349,11.866000000000001,12.913000000000002,15.007,54.095,53.048,97.022,42.92700000000001,31.061000000000003,25.128000000000004,5.933000000000001
05827,136,3.944,20.944,10.064000000000002,19.991999999999997,16.048000000000002,25.024,34.0,5.984000000000001,0.0,0.0
05828,802,44.11,17.644000000000002,56.94199999999999,93.032,137.944,137.14200000000002,148.37,89.82399999999998,44.11,32.882
05829,820,54.940000000000005,45.919999999999995,127.1,127.1,151.7,164.82000000000002,63.96,39.36,31.16,13.940000000000001
05830,706,50.126,57.186,64.246,107.312,64.246,134.846,98.13400000000001,57.891999999999996,59.304,14.120000000000001
05832,319,12.122,20.097,30.942999999999998,21.054000000000002,59.972,66.033,24.882,58.058,17.863999999999997,7.9750000000000005
05833,112,0.0,17.024,23.968,5.04,3.0240000000000005,45.024,15.008000000000001,3.0240000000000005,0.0,0.0
05836,469,17.822,23.918999999999997,98.021,35.175,45.962,88.172,65.191,72.226,22.981,0.0
05837,166,10.956000000000001,7.968,15.936,26.062,47.974,24.069999999999997,18.924,13.944,0.0,0.0
05839,319,37.961000000000006,8.931999999999999,39.875,41.151,51.04,72.09400000000001,41.151,14.993,7.9750000000000005,4.147
05841,189,9.072000000000001,6.048,21.924,9.072000000000001,20.034,44.037,27.972000000000005,37.989000000000004,3.9690000000000003,9.072000000000001
05842,171,17.955,4.959,22.059,20.006999999999998,29.924999999999997,21.033,23.94,16.074,9.063,5.985
05843,980,9.8,48.02,160.71999999999997,152.88,176.4,121.52,162.68,100.94000000000001,46.06,0.0
05845,478,32.982,39.196,101.814,42.06400000000001,77.914,99.902,33.937999999999995,45.888,0.0,3.8240000000000003
05846,444,39.072,56.832,75.924,48.84,51.06,107.004,43.068,19.092,3.1079999999999997,0.0
05847,358,16.11,16.11,18.974,41.885999999999996,51.91,108.832,70.168,26.849999999999998,5.012,2.148
05850,55,0.0,0.0,0.0,0.0,0.0,45.98,0.0,0.0,0.0,9.02
05851,2528,237.632,149.15200000000002,235.10400000000004,404.48,596.6080000000001,389.312,262.91200000000003,156.736,32.864000000000004,60.672000000000004
05853,259,25.122999999999998,20.979,45.065999999999995,27.972000000000005,27.972000000000005,46.879000000000005,26.936000000000003,15.021999999999998,6.993000000000001,16.058
05855,2922,204.54000000000002,365.25,409.08000000000004,341.87399999999997,274.668,572.712,312.654,274.668,73.05,90.582
05857,804,42.612,61.104,78.792,64.32000000000001,114.16799999999999,234.76799999999997,123.012,53.868,4.0200000000000005,27.336000000000002
05858,184,15.087999999999997,2.944,46.92,6.072,23.92,53.912,20.976,7.911999999999999,4.048,2.024
05859,728,69.16,29.12,85.90400000000001,128.12800000000001,115.024,123.76,85.90400000000001,69.888,10.92,10.191999999999998
05860,1046,75.31200000000001,85.77199999999999,162.13,139.118,110.87599999999999,242.672,102.50800000000001,105.64599999999999,13.598,7.321999999999999
05862,148,15.984000000000002,13.024000000000001,18.056,5.032,23.976,13.024000000000001,39.96,18.944,0.0,0.0
05866,259,16.058,17.871000000000002,15.021999999999998,61.900999999999996,25.122999999999998,54.908,39.886,13.986000000000002,5.957,8.029
05867,331,27.141999999999996,29.128000000000004,30.121,40.051,40.051,95.99,25.156,31.114,9.93,2.9790000000000005
05868,163,10.921000000000001,22.982999999999997,14.017999999999999,21.027,22.005000000000003,37.979,7.987,17.93,7.987,0.0
05871,581,44.737,33.117000000000004,69.13900000000001,59.843,108.06600000000002,145.831,51.12800000000001,51.12800000000001,16.267999999999997,1.743
05872,410,38.13,20.09,109.88000000000001,27.060000000000002,54.120000000000005,86.92,31.98,18.86,20.91,2.05
05873,276,3.0360000000000005,3.0360000000000005,49.12800000000001,30.911999999999995,33.12,38.916,77.00399999999999,30.084,3.8639999999999994,6.9
05874,181,13.937,1.991,17.014,28.96,26.064000000000004,32.942,28.96,9.955,7.059,13.937
05875,234,6.0840000000000005,10.998,15.912,25.038,47.034000000000006,41.885999999999996,21.996,32.994,0.0,32.05799999999999
05901,9,0.0,0.0,1.998,0.0,3.996,0.0,2.997,0.0,0.0,0.0
05902,101,13.029,13.029,11.009,18.988,9.999,9.999,21.008000000000003,4.04,0.0,0.0
05903,398,17.113999999999997,23.084,52.934000000000005,66.068,56.117999999999995,107.06199999999998,23.084,29.849999999999998,21.093999999999998,1.99
05904,107,20.972,22.042,29.960000000000004,5.991999999999999,8.988000000000001,12.947,2.9959999999999996,2.9959999999999996,0.0,0.0
05905,351,16.848,14.040000000000001,55.107,53.001,67.041,62.126999999999995,40.014,28.080000000000002,3.861,10.881
05906,518,30.043999999999997,50.764,94.794,55.94400000000001,89.09599999999999,109.816,53.87200000000001,25.900000000000002,4.144,3.108
05907,74,5.994,0.0,21.977999999999998,5.994,9.028,17.982,7.03,3.9960000000000004,1.9980000000000002,0.0
06001,7265,196.15500000000003,43.59,348.72,290.6,523.08,871.8,799.15,1162.4,915.39,2114.1150000000002
06002,8463,397.761,253.89,541.6320000000001,617.799,1024.023,1481.0249999999999,1210.209,1726.452,660.114,567.0210000000001
06010,24985,1274.235,1224.265,2273.6349999999998,2048.7699999999995,3198.08,4922.044999999999,3497.9000000000005,4147.51,1673.9950000000001,699.5799999999999
06013,3366,43.758,37.026,141.372,104.346,238.986,444.312,350.064,821.304,514.9979999999999,666.4680000000001
06016,2675,96.30000000000001,29.425000000000004,160.5,173.875,296.925,444.05,382.52500000000003,789.125,149.79999999999998,155.14999999999998
06018,1004,21.084,8.032,130.52,67.268,117.46799999999999,199.796,109.43599999999999,268.06800000000004,65.26,18.072000000000003
06019,4025,68.42500000000001,104.65,233.45,281.75,326.02500000000003,599.725,648.025,732.55,317.975,708.4000000000001
06020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06021,126,4.032,2.016,4.032,14.994000000000002,23.94,23.058,28.98,4.032,10.962,9.954
06022,15,0.0,0.0,0.0,0.0,0.0,7.005000000000001,0.0,0.0,0.0,7.994999999999999
06023,493,0.0,42.891,27.115,15.776,82.824,33.031,113.88300000000001,43.877,108.953,24.157
06024,283,7.9239999999999995,0.0,7.9239999999999995,33.111,7.9239999999999995,43.865,99.899,73.863,7.9239999999999995,0.0
06026,2090,14.629999999999999,27.17,259.16,104.5,183.92000000000002,315.59,315.59,415.90999999999997,280.06,175.56
06027,558,16.182,8.928,51.894000000000005,37.944,39.06,103.78800000000001,93.18599999999999,114.94800000000001,40.176,51.894000000000005
06029,6678,240.40800000000002,160.272,567.63,280.476,828.072,888.1740000000001,1021.734,1602.72,560.952,514.206
06031,620,8.06,16.740000000000002,24.18,55.18000000000001,48.980000000000004,122.13999999999999,102.30000000000001,115.94,42.78,83.7
06032,7153,171.672,128.75400000000002,414.87399999999997,450.639,615.1579999999999,908.431,972.8080000000001,1366.223,700.994,1416.294
06033,11182,301.91400000000004,301.91400000000004,536.736,447.28000000000003,861.014,1509.5700000000002,1442.478,2325.856,1420.114,2057.488
06035,3158,53.68600000000001,60.001999999999995,189.48,88.42399999999999,135.79399999999998,549.492,508.438,663.18,432.64599999999996,473.7
06037,7541,165.90200000000002,143.279,452.46,648.526,776.7230000000001,859.674,791.805,2073.775,829.51,791.805
06039,841,41.209,47.937000000000005,63.074999999999996,61.392999999999994,102.602,120.26300000000002,112.694,86.623,91.669,112.694
06040,13992,853.512,587.664,1371.2160000000001,1105.368,1790.976,2812.3920000000003,2056.824,1930.8960000000002,769.5600000000001,713.592
06042,9753,399.87299999999993,224.319,633.945,858.2640000000001,1082.583,1775.046,1999.3649999999998,1989.6119999999999,468.144,331.60200000000003
06043,1980,37.62,23.76,53.46000000000001,102.96000000000001,207.9,306.9,314.82,318.78000000000003,344.52,273.24
06051,11897,2010.5929999999998,1165.906,1891.623,1463.3310000000001,1891.623,1867.829,880.3780000000002,594.85,83.279,59.485
06052,3137,191.357,65.87700000000001,188.22,351.34399999999994,448.59100000000007,545.838,523.8789999999999,473.687,138.02800000000002,210.179
06053,13095,1335.6899999999998,733.3199999999999,1492.8300000000002,1296.405,1807.1100000000001,2592.81,1479.7350000000001,1597.59,523.8,235.71000000000004
06057,2348,51.656000000000006,16.436,126.79200000000002,122.096,274.716,300.544,312.284,605.784,328.72,211.32
