SPATIAL,EDU_TOTAL,EDU_ELEMENTAR,EDU_HIGH,EDU_COLLEGE,EDU_BACHELOR
22652,1075,110,338,243,384
22654,1153,9,350,432,362
22655,15210,515,5711,3836,5148
22656,2234,138,836,586,674
22657,7881,246,3739,2019,1877
22660,1685,57,1053,252,323
22663,1238,131,574,226,307
22664,6922,635,2797,1681,1809
22701,24379,2042,10197,5637,6503
22709,768,38,441,95,194
22711,18,0,0,0,18
22712,6647,378,3025,1704,1540
22713,1152,127,525,228,272
22714,715,44,436,102,133
22715,1064,43,363,429,229
22716,843,39,301,175,328
22718,642,98,392,96,56
22719,226,41,149,8,28
22720,842,9,373,228,232
22722,313,29,161,42,81
22723,54,0,11,24,19
22724,1741,40,558,406,737
22726,507,41,229,102,135
22727,3722,210,1598,785,1129
22728,2404,145,879,622,758
22729,1055,52,677,240,86
22730,102,0,49,17,36
22731,42,0,0,37,5
22732,216,74,26,13,103
22733,1583,255,585,348,395
22734,2463,180,1284,461,538
22735,2558,122,1274,416,746
22736,598,25,231,162,180
22737,2117,89,1094,490,444
22738,822,0,277,188,357
22740,1042,76,486,205,275
22741,106,22,54,30,0
22742,1577,110,706,369,392
22743,176,0,13,0,163
22747,892,28,292,176,396
22749,276,7,76,104,89
22801,32398,2197,7170,13086,9945
22802,22882,1715,8375,5191,7601
22807,3202,24,735,2439,4
22810,732,39,372,106,215
22811,492,90,252,62,88
22812,7293,351,2768,1769,2405
22815,6721,661,3395,1134,1531
22820,190,25,150,15,0
22821,4100,690,1783,699,928
22824,5054,193,2702,1011,1148
22827,7948,879,4421,1240,1408
22830,1340,194,841,120,185
22831,888,118,581,93,96
22832,1005,19,483,167,336
22834,774,80,283,169,242
22835,9187,790,4594,1951,1852
22840,3529,174,1179,670,1506
22841,2294,190,907,492,705
22842,4299,474,2061,899,865
22843,1715,120,824,322,449
22844,3947,308,1905,688,1046
22845,10,0,10,0,0
22846,1708,71,481,490,666
22847,671,55,425,56,135
22849,3760,257,2001,852,650
22850,796,48,432,168,148
22851,4971,498,3259,569,645
22853,3385,461,1753,634,537
22901,26232,921,5607,5049,14655
22902,18762,1093,5386,3375,8908
22903,33564,930,6923,8893,16818
22904,5421,17,1610,3721,73
22911,13452,704,2563,2433,7752
22920,3046,99,1070,472,1405
22922,1330,63,638,321,308
22923,3944,143,1504,844,1453
22931,244,8,70,45,121
22932,5939,220,1850,768,3101
22935,707,119,356,95,137
22936,3853,146,887,598,2222
22937,1329,75,677,332,245
22938,1146,97,309,341,399
22939,4284,215,1613,718,1738
22940,1045,168,223,266,388
22942,6465,514,2636,1297,2018
22943,285,30,43,88,124
22946,172,13,73,29,57
22947,3292,75,834,478,1905
22948,156,0,47,20,89
22949,1058,126,485,188,259
22952,1916,162,932,288,534
22958,2093,89,494,306,1204
22959,1223,71,514,219,419
22960,8489,680,3811,1919,2079
22963,11844,424,3218,2919,5283
22964,109,6,55,24,24
22967,1349,126,515,193,515
22968,7592,257,3155,1768,2412
22969,703,28,338,124,213
22971,1448,70,877,230,271
22972,293,49,155,39,50
22973,4999,373,2521,913,1192
22974,5021,310,2045,1402,1264
22976,370,34,232,79,25
22980,24613,1154,11293,5454,6712
22989,0,0,0,0,0
23002,8075,711,3767,2006,1591
23004,637,97,334,106,100
23005,12908,665,4451,3389,4403
23009,4634,257,1938,1162,1277
23011,1389,118,721,319,231
23015,3072,115,967,861,1129
23021,169,13,54,46,56
23022,1036,137,371,293,235
23023,514,0,334,110,70
23024,6885,313,3294,1348,1930
23025,163,0,124,15,24
23027,982,11,545,269,157
23030,4125,323,2234,860,708
23032,245,25,113,40,67
23035,961,0,444,312,205
23038,1183,72,656,224,231
23039,922,23,256,345,298
23040,3471,275,1852,762,582
23043,1498,18,643,376,461
23045,80,12,57,11,0
23047,1813,176,647,452,538
23050,561,26,263,99,173
23055,912,74,377,101,360
23056,377,15,114,90,158
23059,24256,637,4368,4102,15149
23060,27374,855,6585,6020,13914
23061,16917,452,6773,4455,5237
23062,2046,234,688,497,627
23063,3907,234,1767,935,971
23064,286,0,107,68,111
23065,1591,77,741,303,470
23066,357,33,99,89,136
23068,265,0,27,104,134
23069,2649,111,1028,874,636
23070,408,0,105,77,226
23071,1316,49,429,263,575
23072,9049,492,3717,2266,2574
23075,7948,502,3229,2532,1685
23076,713,0,281,171,261
23079,406,5,149,178,74
23083,1517,176,749,373,219
23084,1372,107,560,249,456
23085,409,29,237,80,63
23086,2682,187,1366,638,491
23089,3938,320,1281,1117,1220
23091,125,11,49,17,48
23092,686,45,215,225,201
23093,10259,753,4715,2210,2581
23102,2370,122,854,611,783
23103,4188,61,1008,615,2504
23106,615,11,249,163,192
23108,231,0,87,84,60
23109,2034,66,921,542,505
23110,577,29,313,102,133
23111,28703,676,10150,7292,10585
23112,38016,1132,8523,8852,19509
23113,18795,350,2863,3670,11912
23114,13338,259,2372,3171,7536
23115,175,28,68,51,28
23116,20808,452,5023,4540,10793
23117,7380,493,3403,1462,2022
23119,389,0,87,124,178
23120,5528,136,943,1009,3440
23123,1695,134,976,223,362
23124,3089,78,1484,761,766
23125,126,0,53,25,48
23126,154,7,52,47,48
23128,800,10,201,232,357
23129,294,0,68,25,201
23130,80,0,14,47,19
23138,321,12,144,30,135
23139,19124,1057,6646,5007,6414
23140,4815,129,2038,1178,1470
23141,5096,134,1842,1256,1864
23146,2374,53,718,425,1178
23148,1539,123,845,211,360
23149,2635,223,1227,556,629
23150,9140,408,4254,2467,2011
23153,823,36,288,134,365
23156,1359,125,538,316,380
23160,2659,232,1799,513,115
23161,150,0,106,26,18
23163,98,0,44,0,54
23168,4992,181,1519,1004,2288
23169,905,46,352,324,183
23173,2073,0,154,1837,82
23175,1449,51,591,363,444
23176,459,8,245,146,60
23177,425,11,177,125,112
23180,395,4,195,98,98
23181,4381,166,1933,1038,1244
23185,40186,1452,8310,11147,19277
23187,236,12,0,224,0
23188,33299,1117,7685,7104,17393
23192,5213,172,1996,1251,1794
23219,3600,198,872,1104,1426
23220,32218,898,5804,12637,12879
23221,13401,289,1471,2108,9533
23222,19370,1175,8807,5098,4290
23223,38232,2241,16255,8545,11191
23224,28221,3682,13334,6209,4996
23225,33810,2264,11075,7435,13036
23226,12898,291,1937,2132,8538
23227,20964,663,6060,4930,9311
23228,28464,1863,9391,7644,9566
23229,26504,1481,5384,5071,14568
23230,5166,306,1577,1186,2097
23231,28719,1656,12639,6688,7736
23233,23229,752,3233,3793,15451
23234,32824,3872,14232,7562,7158
23235,24332,899,5507,5603,12323
23236,20650,642,6176,5130,8702
23237,16405,1364,6746,4121,4174
23238,20619,612,4047,4498,11462
23250,0,0,0,0,0
23294,13866,827,3621,3366,6052
23301,1034,159,504,209,162
23302,140,93,0,11,36
23303,902,13,413,172,304
23304,38,0,0,0,38
23306,631,30,226,137,238
23307,331,9,239,67,16
23308,1493,113,1059,205,116
23310,3637,318,1516,895,908
23313,49,0,30,19,0
23314,5977,232,1630,1566,2549
23315,1180,78,497,337,268
23316,332,39,211,43,39
23320,43354,1311,11898,11566,18579
23321,25677,754,8385,7440,9098
23322,48760,1420,15334,12396,19610
23323,27956,864,9234,8503,9355
23324,16784,1331,7778,4463,3212
23325,13531,516,5327,4190,3498
23336,2474,55,1110,519,790
23337,407,15,176,58,158
23347,357,9,166,93,89
23350,2797,276,1433,564,524
23354,174,34,22,27,91
23356,1037,26,422,163,426
23357,681,88,398,62,133
23358,61,0,19,10,32
23359,808,27,544,177,60
23389,66,16,0,0,50
23395,280,54,174,0,52
23398,48,0,16,9,23
23401,198,2,93,39,64
23405,859,64,234,260,301
23407,445,197,163,56,29
23408,25,0,25,0,0
23409,121,23,77,7,14
23410,1695,244,667,304,480
23413,990,44,373,158,415
23414,56,0,25,31,0
23415,1442,80,921,194,247
23416,274,11,223,40,0
23417,2775,61,1319,493,902
23418,597,37,272,68,220
23420,2571,272,1155,432,712
23421,3381,748,1730,432,471
23422,137,0,71,55,11
23423,335,5,208,40,82
23426,126,6,93,27,0
23427,197,16,124,36,21
23430,14072,659,4713,3584,5116
23432,995,68,321,279,327
23433,1031,41,266,292,432
23434,36754,2172,15077,9646,9859
23435,20922,838,5688,5462,8934
23436,731,33,146,208,344
23437,3205,165,1368,845,827
23438,1542,71,609,371,491
23440,412,15,312,41,44
23441,127,28,63,18,18
23442,882,109,517,138,118
23451,34528,839,7523,8467,17699
23452,46908,1496,15004,13316,17092
23453,26567,1038,8768,7922,8839
23454,46018,989,11866,14257,18906
23455,39947,840,10712,10856,17539
23456,39573,1191,8866,11149,18367
23457,3385,55,1298,935,1097
23459,769,8,193,335,233
23460,1866,14,775,929,148
23461,461,0,184,159,118
23462,48680,1610,15494,15903,15673
23464,58210,1561,16014,17915,22720
23480,272,50,147,33,42
23486,118,7,50,0,61
23487,4783,534,2067,987,1195
23488,91,28,57,6,0
23502,16957,931,6835,4474,4717
23503,26061,1136,9479,8303,7143
23504,17137,1015,6807,6262,3053
23505,23568,1124,7297,7320,7827
23507,6233,84,597,1111,4441
23508,18622,341,3585,9118,5578
23509,10249,455,3654,3045,3095
23510,6560,452,2001,1320,2787
23511,13905,8,6182,6652,1063
23513,22977,1580,9359,7165,4873
23517,3785,161,775,778,2071
23518,23365,892,8570,6341,7562
23523,5804,360,2928,1846,670
23551,801,0,430,338,33
23601,19937,735,7190,6184,5828
23602,30740,1160,9359,8578,11643
23603,2760,30,818,1187,725
23604,5169,34,1858,2535,742
23605,10307,641,4756,2889,2021
23606,24383,1027,6325,8868,8163
23607,16873,1120,8210,4710,2833
23608,31729,1544,10409,9686,10090
23651,396,0,37,90,269
23661,10724,438,4131,3192,2963
23662,9292,263,2611,2298,4120
23663,10294,693,4464,2848,2289
23664,7723,234,2612,2140,2737
23665,3924,42,945,1771,1166
23666,41278,1356,13091,13452,13379
23669,32344,1232,10410,11644,9058
23690,2790,93,921,987,789
23691,57,0,13,20,24
23692,14749,376,3697,3871,6805
23693,17718,469,3584,3613,10052
23696,2945,95,826,746,1278
23701,18813,912,8479,4980,4442
23702,8135,490,3752,2516,1377
23703,20869,807,6417,6492,7153
23704,13528,938,5714,3603,3273
23707,11273,558,4786,3042,2887
23708,420,13,164,212,31
23709,417,13,172,200,32
23801,2979,62,623,1248,1046
23803,31002,2420,15292,7474,5816
23805,15855,767,5826,4808,4454
23806,1857,11,193,1618,35
23821,1311,90,569,421,231
23824,5459,772,2403,1351,933
23827,1182,124,499,314,245
23828,152,53,77,16,6
23829,2161,151,1158,502,350
23830,1047,1,449,338,259
23831,27839,1146,8621,7329,10743
23832,26374,1038,8977,6022,10337
23833,2341,123,1347,447,424
23834,19230,962,7779,4740,5749
23836,9754,255,3271,2260,3968
23837,3806,168,1632,1056,950
23838,11826,288,3391,2926,5221
23839,652,54,281,198,119
23840,1854,205,869,526,254
23841,2981,223,1552,443,763
23842,5338,277,2319,1199,1543
23843,500,65,181,99,155
23844,464,43,196,95,130
23845,377,0,231,54,92
23846,726,59,354,156,157
23847,12389,1423,6756,2419,1791
23850,669,53,309,162,145
23851,10219,644,4397,2549,2629
23856,763,127,260,199,177
23857,372,23,228,76,45
23860,24361,1992,11597,5672,5100
23866,1558,139,593,400,426
23867,1596,61,785,377,373
23868,6076,487,3037,1528,1024
23872,2242,101,1101,509,531
23874,847,120,349,168,210
23875,9102,392,3621,2512,2577
23876,357,59,108,59,131
23878,1025,100,423,343,159
23879,542,48,252,121,121
23881,1459,189,624,322,324
23882,1518,163,672,360,323
23883,2108,91,841,455,721
23884,70,1,40,9,20
23885,1943,157,946,399,441
23887,315,18,137,103,57
23888,1660,102,761,475,322
23889,466,45,331,64,26
23890,2635,253,1230,606,546
23891,4865,672,3354,660,179
23893,127,13,69,18,27
23894,373,0,150,57,166
23897,493,65,186,67,175
23898,1567,87,804,399,277
23899,248,30,123,64,31
23901,14792,1007,4945,5556,3284
23909,740,0,138,602,0
23915,918,80,649,124,65
23917,2663,349,1176,508,630
23919,1884,102,687,613,482
23920,3154,318,1615,618,603
23921,1572,280,440,417,435
23922,3353,282,1995,557,519
23923,1985,198,1018,441,328
23924,4902,520,2299,1281,802
23927,3484,233,1297,907,1047
23930,4181,413,1949,825,994
23934,375,1,206,67,101
23936,6568,489,4057,1256,766
23937,1598,260,842,287,209
23938,262,28,102,39,93
23942,1221,62,678,304,177
23943,92,0,8,14,70
23944,2967,366,1309,799,493
23947,3282,392,1600,729,561
23950,2872,223,1592,614,443
23952,175,7,63,77,28
23954,1176,115,595,313,153
23958,2660,178,1381,423,678
23959,990,90,474,241,185
23960,1551,112,758,324,357
23962,271,36,103,65,67
23963,75,8,28,0,39
23964,1004,61,579,126,238
23966,2066,297,741,470,558
23967,948,27,490,209,222
23968,659,40,264,191,164
23970,6289,661,2476,1570,1582
23974,4391,252,2356,1134,649
23976,52,6,14,0,32
24011,324,1,33,39,251
24012,22938,1588,10145,5632,5573
24013,6159,629,3448,1369,713
24014,13690,611,4693,2720,5666
24015,12406,753,2546,2946,6161
24016,7092,701,2931,1596,1864
24017,18840,1325,9452,4577,3486
24018,29935,647,6416,6460,16412
24019,21089,839,7331,5294,7625
24020,457,12,142,253,50
24053,2340,184,1171,429,556
24054,5226,663,2375,1345,843
24055,10030,877,4816,2477,1860
24058,125,15,41,22,47
24059,627,0,236,182,209
24060,48563,669,6255,22039,19600
24064,3934,280,1604,835,1215
24065,5125,201,1911,1481,1532
24066,3942,195,2027,983,737
24067,1762,51,998,439,274
24069,1552,124,799,302,327
24070,998,42,425,243,288
24072,1075,27,438,380,230
24073,23728,961,7062,5433,10272
24076,967,63,619,199,86
24077,705,12,312,216,165
24078,5891,411,2473,1349,1658
24079,1528,134,717,441,236
24082,305,0,132,131,42
24083,2455,23,621,606,1205
24084,9081,551,4074,2056,2400
24085,1708,158,768,338,444
24086,184,0,90,74,20
24087,3560,380,1839,534,807
24088,4226,303,1643,1465,815
24089,2364,225,1260,540,339
24090,4065,124,1602,796,1543
24091,5672,550,2266,1205,1651
24092,2420,271,1000,624,525
24093,111,1,68,36,6
24095,3827,193,1782,960,892
24101,4944,126,1936,1357,1525
24102,1379,171,726,289,193
24104,2839,201,1175,629,834
24105,423,43,293,52,35
24112,24730,1648,11311,6025,5746
24120,1244,104,571,169,400
24121,8625,309,3351,1910,3055
24122,1317,38,668,250,361
24124,3675,206,1774,1141,554
24127,3251,188,1776,621,666
24128,1552,151,524,282,595
24130,20,0,10,0,10
24131,54,0,0,0,54
24132,365,77,194,14,80
24133,2064,113,954,509,488
24134,3900,592,1450,883,975
24136,2602,144,1320,421,717
24137,2195,89,973,394,739
24138,1377,45,498,371,463
24139,490,72,222,140,56
24141,18536,788,5000,6585,6163
24142,2805,16,991,1757,41
24147,1231,38,614,396,183
24148,6389,390,2824,1734,1441
24149,2836,235,1006,546,1049
24150,626,20,362,143,101
24151,15371,1015,6851,3945,3560
24153,30545,1609,11139,8228,9569
24161,453,67,227,105,54
24162,1581,82,729,531,239
24165,1112,106,528,297,181
24167,285,28,219,25,13
24168,136,0,48,67,21
24171,7118,573,3310,1794,1441
24174,2163,286,1155,376,346
24175,6445,352,2308,1493,2292
24176,1220,65,310,280,565
24179,14471,566,6779,3253,3873
24184,3846,305,1617,888,1036
24185,588,39,197,151,201
24201,13076,728,5758,2915,3675
24202,9497,701,4480,1951,2365
24210,14343,1063,5368,2979,4933
24211,8100,328,2723,1694,3355
24216,2051,231,908,515,397
24217,234,7,167,11,49
24219,9210,842,4004,2149,2215
24220,466,43,124,138,161
24221,598,85,338,139,36
24224,4907,789,2356,1055,707
24225,1495,167,933,300,95
24226,1214,190,637,233,154
24228,5421,782,2244,1351,1044
24230,6927,918,3606,1415,988
24236,2428,339,1074,424,591
24237,820,111,461,159,89
24239,148,25,68,21,34
24243,1663,41,694,525,403
24244,5020,553,2437,1360,670
24245,707,97,315,149,146
24246,415,0,174,241,0
24248,2190,198,1087,519,386
24250,1289,125,644,305,215
24251,6777,612,3003,1764,1398
24256,2793,288,1382,588,535
24258,1336,92,579,319,346
24260,4660,707,2200,990,763
24263,4799,556,1794,1539,910
24265,470,106,212,123,29
24266,7464,619,2896,1966,1983
24269,295,77,140,39,39
24270,425,40,223,79,83
24271,2061,150,1056,446,409
24272,335,48,149,39,99
24273,5282,537,2165,1496,1084
24277,5727,892,2849,1109,877
24279,4302,455,2488,611,748
24280,624,54,213,162,195
24281,2277,286,1191,407,393
24282,468,68,232,144,24
24283,1641,266,610,361,404
24290,1591,173,712,327,379
24292,323,69,188,28,38
24293,7856,707,2903,2580,1666
24301,11416,914,5233,3102,2167
24311,1638,188,901,355,194
24312,1595,114,821,382,278
24313,619,26,309,198,86
24314,1368,10,436,529,393
24315,3010,189,1562,713,546
24316,0,0,0,0,0
24317,3213,283,1549,622,759
24318,643,49,271,150,173
24319,5742,368,2651,1441,1282
24322,142,0,83,52,7
24323,568,28,345,106,89
24324,1598,29,586,217,766
24325,824,127,274,179,244
24326,1018,41,496,247,234
24328,1404,111,535,328,430
24330,2603,302,1297,591,413
24333,13954,1163,6946,3107,2738
24340,4524,414,1814,989,1307
24343,7089,496,3244,1783,1566
24347,1256,56,711,230,259
24348,3217,340,1638,662,577
24350,801,37,542,105,117
24351,568,49,332,167,20
24352,861,44,500,208,109
24354,12008,1030,5609,2707,2662
24360,5044,330,2454,1047,1213
24361,4613,327,1986,1316,984
24363,1140,86,528,238,288
24366,449,14,136,88,211
24368,3981,225,2058,827,871
24370,4652,393,2336,1052,871
24374,760,70,413,171,106
24375,1168,80,537,343,208
24377,239,32,116,56,35
24378,1007,86,499,220,202
24380,2032,241,1088,277,426
24381,3511,124,1763,881,743
24382,11250,1091,4626,2299,3234
24401,29032,1382,11090,6293,10267
24411,51,27,0,24,0
24412,54,0,27,0,27
24413,141,5,98,6,32
24415,94,0,25,0,69
24416,6875,529,3270,1746,1330
24421,3194,63,1659,493,979
24422,4940,331,2187,1120,1302
24426,11222,622,5523,2858,2219
24430,3311,305,2265,539,202
24431,1834,129,1305,199,201
24432,258,0,123,82,53
24433,72,5,62,5,0
24435,1747,24,506,466,751
24437,943,29,284,115,515
24439,1031,114,629,133,155
24440,2549,111,1397,579,462
24441,5164,384,2910,1168,702
24442,106,9,66,14,17
24445,2167,211,1105,592,259
24448,257,20,103,43,91
24450,14400,728,5033,4071,4568
24457,146,15,105,22,4
24458,358,29,199,80,50
24459,390,0,203,95,92
24460,1059,23,387,283,366
24464,221,26,96,11,88
24465,1179,106,426,263,384
24467,1525,70,485,299,671
24471,1140,86,517,212,325
24472,1627,57,989,298,283
24473,670,11,300,149,210
24474,396,26,210,82,78
24476,148,16,33,45,54
24477,8553,361,4123,1918,2151
24479,1085,0,552,198,335
24482,4033,294,2211,600,928
24483,469,36,270,146,17
24484,644,0,437,113,94
24485,140,0,105,18,17
24486,2790,109,1076,606,999
24487,280,0,147,71,62
24501,20425,1374,8069,6390,4592
24502,38512,1340,10367,14528,12277
24503,14873,315,2972,3234,8352
24504,7542,433,3576,1751,1782
24517,4415,313,2246,918,938
24520,1816,176,785,391,464
24521,8725,607,4161,1659,2298
24522,7688,435,3535,1708,2010
24523,15781,674,6986,3721,4400
24526,927,75,424,182,246
24527,2318,147,1143,545,483
24528,2702,245,1311,649,497
24529,1278,70,640,322,246
24530,1040,83,471,306,180
24531,7646,453,3723,1809,1661
24534,1070,84,543,326,117
24536,246,18,151,0,77
24538,3934,452,1622,915,945
24539,133,12,100,14,7
24540,25113,1750,10898,6657,5808
24541,21618,1676,7789,5797,6356
24549,3184,153,1447,894,690
24550,6310,313,2818,1570,1609
24551,18137,624,4728,4179,8606
24553,1375,175,631,341,228
24554,3266,132,1533,769,832
24555,1585,116,798,341,330
24556,2446,56,741,653,996
24557,6007,623,3044,1309,1031
24558,5176,345,2383,1195,1253
24562,296,0,217,56,23
24563,4299,469,2098,1001,731
24565,830,104,414,157,155
24566,1030,58,532,216,224
24569,859,65,344,213,237
24570,16,0,0,0,16
24571,1576,67,743,381,385
24572,12450,724,5642,2799,3285
24574,3455,241,1548,898,768
24577,4034,420,2295,776,543
24578,808,86,282,217,223
24579,1383,205,934,66,178
24580,368,4,200,67,97
24581,33,0,0,0,33
24586,4356,299,2244,843,970
24588,7317,467,3305,1704,1841
24589,1740,152,891,414,283
24590,6176,544,2756,1267,1609
24592,11044,829,5148,2556,2511
24593,1415,179,641,326,269
24594,1088,123,373,384,208
24595,587,12,59,489,27
24597,953,46,452,221,234
24598,1488,78,777,322,311
24599,625,133,307,46,139
24601,65,15,50,0,0
24602,949,145,512,142,150
24603,741,145,409,108,79
24604,388,39,331,18,0
24605,7209,561,3174,1632,1842
24606,118,25,64,19,10
24607,317,64,193,6,54
24609,5399,574,2231,1331,1263
24612,155,33,107,10,5
24613,307,13,165,93,36
24614,6069,816,2699,1429,1125
24620,2549,392,1330,411,416
24622,752,222,300,119,111
24628,313,7,130,92,84
24630,5544,625,2750,1279,890
24631,2151,232,1145,408,366
24634,504,71,249,124,60
24635,1276,144,742,261,129
24637,3179,191,1242,955,791
24639,2454,372,1171,563,348
24641,4505,522,2095,827,1061
24646,638,155,321,154,8
24649,2638,565,1156,487,430
24651,4868,458,1986,784,1640
24656,2504,406,1301,525,272
24657,357,66,155,62,74
24701,16262,1099,8282,3129,3752
24712,1740,80,486,771,403
24714,138,18,105,15,0
24715,405,50,233,66,56
24716,418,35,269,52,62
24719,83,23,60,0,0
24724,53,7,23,15,8
24726,323,0,263,17,43
24729,159,36,123,0,0
24731,260,0,118,90,52
24733,585,35,354,63,133
24736,415,46,297,52,20
24737,68,0,38,30,0
24738,173,18,106,0,49
24740,24784,1637,11485,5622,6040
24747,2111,201,1223,393,294
24801,3844,317,2486,627,414
24808,523,48,352,84,39
24811,556,71,369,46,70
24813,315,85,207,23,0
24815,544,87,315,93,49
24816,220,21,116,83,0
24817,614,145,390,52,27
24818,626,210,277,109,30
24822,575,74,304,129,68
24823,276,28,198,50,0
24826,85,27,50,8,0
24827,1141,209,633,203,96
24828,637,160,392,39,46
24830,92,14,60,12,6
24831,119,30,58,15,16
24834,331,20,242,44,25
24836,480,46,314,55,65
24839,1112,136,746,125,105
24843,114,25,76,0,13
24844,1370,361,816,147,46
24845,375,59,222,81,13
24846,105,43,62,0,0
24847,272,0,200,72,0
24848,149,24,107,9,9
24849,309,3,225,81,0
24850,729,104,489,107,29
24851,299,50,211,38,0
24853,439,66,209,97,67
24854,202,0,128,52,22
24857,864,124,463,131,146
24860,268,55,163,33,17
24861,147,20,80,27,20
24862,424,115,296,0,13
24866,172,13,102,36,21
24867,329,8,251,65,5
24868,862,89,611,94,68
24869,210,31,70,93,16
24870,2224,194,1197,533,300
24871,220,46,114,51,9
24872,567,127,423,10,7
24873,279,11,139,50,79
24874,2246,153,1270,522,301
24878,379,91,271,10,7
24879,486,103,334,39,10
24880,253,45,146,0,62
24881,315,35,198,58,24
24882,372,50,295,27,0
24884,240,7,198,29,6
24887,13,6,7,0,0
24888,82,3,40,17,22
24892,1217,183,920,59,55
24894,283,141,116,14,12
24898,85,0,85,0,0
24901,7416,198,2669,1435,3114
24910,4384,288,2110,1140,846
24915,471,34,255,43,139
24916,649,146,383,82,38
24918,1319,102,837,191,189
24920,229,21,170,23,15
24924,273,15,161,49,48
24925,525,62,292,37,134
24927,175,12,125,24,14
24931,1001,69,524,85,323
24934,319,13,234,13,59
24935,529,20,247,151,111
24938,1311,119,619,326,247
24941,1015,33,655,237,90
24944,322,5,186,32,99
24945,391,20,234,68,69
24946,1335,78,645,225,387
24951,1179,95,675,166,243
24954,3185,152,1984,579,470
24957,222,0,97,23,102
24962,87,4,46,37,0
24963,3173,209,2033,390,541
24966,1314,84,778,192,260
24970,3550,211,1771,829,739
24974,220,14,177,29,0
24976,826,42,356,203,225
24977,507,79,279,65,84
24981,554,28,234,88,204
24983,1796,183,1018,296,299
24984,280,12,114,125,29
24986,4591,444,2829,815,503
24991,544,29,244,67,204
25002,15,0,0,0,15
25003,2123,189,821,614,499
25005,101,0,51,29,21
25007,597,6,412,104,75
25008,85,13,72,0,0
25009,978,61,658,174,85
25011,1019,14,636,200,169
25015,3690,393,1795,863,639
25019,542,139,356,42,5
25021,212,7,150,12,43
25022,120,0,89,31,0
25024,423,13,320,61,29
25025,105,35,37,10,23
25028,325,23,172,48,82
25030,334,117,161,36,20
25031,725,19,403,252,51
25033,1452,72,905,192,283
25035,919,10,624,208,77
25036,499,39,342,65,53
25039,804,145,395,180,84
25040,390,14,214,70,92
25043,1063,114,656,104,189
25044,218,29,149,21,19
25045,3930,317,2334,581,698
25047,217,0,149,35,33
25048,50,18,32,0,0
25049,356,40,214,37,65
25051,175,16,102,40,17
25053,3518,411,1941,792,374
25054,390,106,220,42,22
25057,275,24,192,13,46
25059,495,83,256,96,60
25060,252,6,198,38,10
25061,619,43,381,107,88
25062,139,24,108,7,0
25063,1450,168,849,194,239
25064,7752,294,3246,2019,2193
25067,767,32,491,96,148
25070,1313,19,667,386,241
25071,9916,504,5449,1484,2479
25075,498,19,364,47,68
25076,306,29,157,64,56
25081,816,22,565,176,53
25082,1246,70,605,246,325
25083,666,56,405,86,119
25085,777,46,461,158,112
25086,626,62,327,122,115
25088,117,23,94,0,0
25090,143,0,135,8,0
25093,136,0,112,24,0
25102,163,7,91,50,15
25103,126,0,73,53,0
25106,343,15,247,38,43
25107,340,78,169,70,23
25108,480,26,315,50,89
25109,377,19,262,30,66
25110,313,0,180,133,0
25111,440,49,296,37,58
25112,141,0,13,128,0
25113,630,64,429,47,90
25114,461,9,337,82,33
25115,125,0,95,0,30
25118,571,16,342,125,88
25119,244,0,207,12,25
25121,599,56,373,124,46
25123,2742,263,1558,416,505
25124,1260,86,767,74,333
25125,721,76,463,139,43
25126,47,0,35,12,0
25130,2635,163,1244,552,676
25132,73,17,56,0,0
25133,791,98,395,145,153
25134,429,0,346,83,0
25136,1556,107,592,472,385
25139,315,14,97,72,132
25140,1131,111,709,263,48
25141,186,6,143,11,26
25142,248,15,146,30,57
25143,6500,240,3184,1417,1659
25148,341,36,248,22,35
25149,183,41,135,0,7
25152,249,0,183,40,26
25154,434,16,278,81,59
25156,57,25,32,0,0
25159,4037,227,1868,925,1017
25160,119,46,73,0,0
25161,237,0,186,9,42
25162,366,19,118,108,121
25164,879,145,497,118,119
25165,390,16,250,56,68
25168,1770,121,827,455,367
25169,486,42,319,38,87
25173,290,22,163,93,12
25174,391,24,273,62,32
25177,19019,887,9005,4405,4722
25180,14,0,14,0,0
25181,1094,159,717,105,113
25183,0,0,0,0,0
25185,956,63,675,192,26
25186,750,55,372,192,131
25187,752,21,343,339,49
25193,312,5,210,74,23
25201,15,0,15,0,0
25202,905,69,393,212,231
25203,42,0,42,0,0
25204,145,18,88,12,27
25205,533,6,456,14,57
25206,347,70,206,41,30
25208,706,55,462,146,43
25209,1089,117,669,162,141
25211,201,0,201,0,0
25213,4694,147,1935,1112,1500
25214,384,109,185,61,29
25234,1119,45,770,217,87
25235,637,92,322,94,129
25239,1421,94,773,250,304
25241,1455,20,696,382,357
25243,561,82,336,68,75
25244,646,40,379,112,115
25245,322,11,197,36,78
25247,449,18,261,129,41
25248,2192,134,1190,473,395
25251,394,79,252,31,32
25252,1179,41,541,103,494
25253,1786,129,1042,303,312
25259,427,58,283,26,60
25260,1168,44,675,253,196
25261,309,15,253,31,10
25262,781,21,318,258,184
25264,259,30,137,70,22
25265,1149,65,615,214,255
25266,631,133,385,57,56
25267,505,13,308,93,91
25268,685,54,382,97,152
25270,771,82,460,52,177
25271,7630,399,3384,1743,2104
25275,1458,39,755,463,201
25276,6145,461,3514,1101,1069
25285,465,46,225,82,112
25286,1230,82,797,249,102
25287,1124,32,719,253,120
25301,2195,114,590,578,913
25302,11519,556,4147,2820,3996
